date,state,confirmed,deaths
2020-06-24,PB,39917,828
2020-06-24,PE,54022,4425
2020-06-24,PI,17080,546
2020-06-24,PR,16963,521
2020-06-24,RJ,103493,9295
2020-06-24,RN,22738,865
2020-06-24,RO,17424,455
2020-06-24,RR,11872,271
2020-06-24,RS,22009,500
2020-06-24,SC,20921,279
2020-06-24,SE,20353,524
2020-06-24,SP,238822,13352
2020-06-24,TO,9425,183
2020-06-25,AC,12304,335
2020-06-25,AL,32065,958
2020-06-25,AM,67267,2731
2020-06-25,AP,27415,394
2020-06-25,BA,54292,1601
2020-06-25,CE,103118,5895
2020-06-25,DF,38871,509
2020-06-25,ES,40406,1490
2020-06-25,GO,20377,384
2020-06-25,MA,74925,1871
2020-06-25,MG,32769,806
2020-06-25,MS,6913,65
2020-06-25,MT,12499,467
2020-06-25,PA,96472,4803
2020-06-25,PB,40829,842
2020-06-25,PE,55136,4488
2020-06-25,PI,18023,574
2020-06-25,PR,17822,539
2020-06-25,RJ,105897,9450
2020-06-25,RN,23806,896
2020-06-25,RO,18173,467
2020-06-25,RR,12911,273
2020-06-25,RS,23060,500
2020-06-25,SC,21951,289
2020-06-25,SE,21081,554
2020-06-25,SP,248587,13759
2020-06-25,TO,9681,186
2020-06-26,AC,12644,343
2020-06-26,AL,32864,975
2020-06-26,AM,68220,2739
2020-06-26,AP,27662,401
2020-06-26,BA,56422,1642
2020-06-26,CE,105270,5962
2020-06-26,DF,41326,532
2020-06-26,ES,41652,1507
2020-06-26,GO,21441,425
2020-06-26,MA,76698,1906
2020-06-26,MG,38891,833
2020-06-26,MS,7307,68
2020-06-26,MT,13301,494
2020-06-26,PA,99313,4834
2020-06-26,PB,42837,864
2020-06-26,PE,55804,4610
2020-06-26,PI,18665,592
2020-06-26,PR,18672,564
2020-06-26,RJ,108497,9587
2020-06-26,RN,24253,909
2020-06-26,RO,19271,476
2020-06-26,RR,13078,281
2020-06-26,RS,24114,540
2020-06-26,SC,22947,298
2020-06-26,SE,21908,579
2020-06-26,SP,258508,13966
2020-06-26,TO,9966,191
2020-06-27,AC,12913,351
2020-06-27,AL,33521,993
2020-06-27,AM,69022,2772
2020-06-27,AP,27901,406
2020-06-27,BA,65244,1697
2020-06-27,CE,107064,5987
2020-06-27,DF,42766,537
2020-06-27,ES,41652,1507
2020-06-27,GO,21865,434
2020-06-27,MA,78115,1943
2020-06-27,MG,40966,882
2020-06-27,MS,7527,72
2020-06-27,MT,14021,527
2020-06-27,PA,100443,4845
2020-06-27,PB,44247,896
2020-06-27,PE,57089,4708
2020-06-27,PI,19158,615
2020-06-27,PR,19819,575
2020-06-27,RJ,108803,9789
2020-06-27,RN,24301,937
2020-06-27,RO,19735,481
2020-06-27,RR,14341,281
2020-06-27,RS,25000,554
2020-06-27,SC,23808,304
2020-06-27,SE,23319,605
2020-06-27,SP,265581,14263
2020-06-27,TO,10228,192
2020-06-28,AC,13058,353
2020-06-28,AL,34312,1012
2020-06-28,AM,69649,2784
2020-06-28,AP,27985,407
2020-06-28,BA,68495,1748
2020-06-28,CE,107593,5995
2020-06-28,DF,44905,548
2020-06-28,ES,43683,1568
2020-06-28,GO,22165,436
2020-06-28,MA,78512,1982
2020-06-28,MG,42741,899
2020-06-28,MS,7676,75
2020-06-28,MT,14687,563
2020-06-28,PA,101207,4870
2020-06-28,PB,44684,911
2020-06-28,PE,58107,4751
2020-06-28,PI,19753,643
2020-06-28,PR,20742,599
2020-06-28,RJ,111298,9819
2020-06-28,RN,29784,999
2020-06-28,RO,19820,486
2020-06-28,RR,14459,281
2020-06-28,RS,25243,559
2020-06-28,SC,24364,312
2020-06-28,SE,24421,620
2020-06-28,SP,271737,14338
2020-06-28,TO,10359,195
2020-06-29,AC,13146,361
2020-06-29,AL,35117,1032
2020-06-29,AM,69893,2792
2020-06-29,AP,28253,413
2020-06-29,BA,69467,1800
2020-06-29,CE,108225,6076
2020-06-29,DF,47071,559
2020-06-29,ES,45097,1621
2020-06-29,GO,23379,467
2020-06-29,MA,78969,2012
2020-06-29,MG,43864,940
2020-06-29,MS,7965,76
2020-06-29,MT,15217,582
2020-06-29,PA,103206,4920
2020-06-29,PB,45062,931
2020-06-29,PE,58476,4782
2020-06-29,PI,20422,663
2020-06-29,PR,21326,613
2020-06-29,RJ,111883,9848
2020-06-29,RN,30352,1039
2020-06-29,RO,20406,500
2020-06-29,RR,14641,283
2020-06-29,RS,25659,582
2020-06-29,SC,25056,324
2020-06-29,SE,24817,653
2020-06-29,SP,275145,14398
2020-06-29,TO,10764,200
2020-06-30,AC,13253,365
2020-06-30,AL,35962,1052
2020-06-30,AM,70823,2823
2020-06-30,AP,28492,417
2020-06-30,BA,73307,1853
2020-06-30,CE,110483,6146
2020-06-30,DF,49218,587
2020-06-30,ES,46893,1648
2020-06-30,GO,24910,491
2020-06-30,MA,80451,2048
2020-06-30,MG,45001,965
2020-06-30,MS,8676,85
2020-06-30,MT,16193,618
2020-06-30,PA,105853,4960
2020-06-30,PB,46962,977
2020-06-30,PE,58858,4829
2020-06-30,PI,22059,686
2020-06-30,PR,22877,649
2020-06-30,RJ,112611,10080
2020-06-30,RN,31964,1072
2020-06-30,RO,21251,518
2020-06-30,RR,15153,314
2020-06-30,RS,26941,614
2020-06-30,SC,26354,341
2020-06-30,SE,25411,676
2020-06-30,SP,281380,14763
2020-06-30,TO,11222,204
2020-07-01,AC,13715,370
2020-07-01,AL,36819,1072
2020-07-01,AM,72284,2843
2020-07-01,AP,28927,420
2020-07-01,BA,76485,1902
2020-07-01,CE,114038,6203
2020-07-01,DF,50676,620
2020-07-01,ES,48821,1693
2020-07-01,GO,26145,521
2020-07-01,MA,83256,2081
2020-07-01,MG,47584,1007
2020-07-01,MS,9062,91
2020-07-01,MT,17290,654
2020-07-01,PA,108067,5004
2020-07-01,PB,48180,1002
2020-07-01,PE,59705,4894
2020-07-01,PI,23307,697
2020-07-01,PR,24225,663
2020-07-01,RJ,115278,10198
2020-07-01,RN,32962,1108
2020-07-01,RO,21523,523
2020-07-01,RR,17583,354
2020-07-01,RS,28171,636
2020-07-01,SC,27279,347
2020-07-01,SE,26612,725
2020-07-01,SP,289935,15030
2020-07-01,TO,11454,209
2020-07-02,AC,14048,378
2020-07-02,AL,37328,1091
2020-07-02,AM,73530,2862
2020-07-02,AP,29153,427
2020-07-02,BA,79349,1947
2020-07-02,CE,116519,6307
2020-07-02,DF,52281,631
2020-07-02,ES,50242,1728
2020-07-02,GO,26318,572
2020-07-02,MA,86025,2119
2020-07-02,MG,50707,1059
2020-07-02,MS,9388,107
2020-07-02,MT,18242,694
2020-07-02,PA,110411,5050
2020-07-02,PB,49541,1044
2020-07-02,PE,61119,4968
2020-07-02,PI,24376,726
2020-07-02,PR,26304,706
2020-07-02,RJ,116823,10332
2020-07-02,RN,33487,1177
2020-07-02,RO,21970,530
2020-07-02,RR,18323,358
2020-07-02,RS,29195,663
2020-07-02,SC,28575,362
2020-07-02,SE,26612,725
2020-07-02,SP,302179,15351
2020-07-02,TO,11736,211
2020-07-03,AC,14112,387
2020-07-03,AL,38404,1113
2020-07-03,AM,74537,2887
2020-07-03,AP,29574,438
2020-07-03,BA,82314,2001
2020-07-03,CE,118311,6373
2020-07-03,DF,53996,643
2020-07-03,ES,51689,1758
2020-07-03,GO,27502,602
2020-07-03,MA,88214,2153
2020-07-03,MG,53351,1110
2020-07-03,MS,9910,114
2020-07-03,MT,19424,729
2020-07-03,PA,112531,5069
2020-07-03,PB,50770,1062
2020-07-03,PE,62362,5068
2020-07-03,PI,25561,762
2020-07-03,PR,28167,728
2020-07-03,RJ,118956,10500
2020-07-03,RN,34322,1205
2020-07-03,RO,22241,533
2020-07-03,RR,18769,364
2020-07-03,RS,30371,690
2020-07-03,SC,30261,376
2020-07-03,SE,28186,764
2020-07-03,SP,310702,15694
2020-07-03,TO,12282,215
2020-07-04,AC,14487,391
2020-07-04,AL,39255,1134
2020-07-04,AM,75945,2918
2020-07-04,AP,29809,441
2020-07-04,BA,85485,2050
2020-07-04,CE,121464,6441
2020-07-04,DF,55760,671
2020-07-04,ES,52824,1781
2020-07-04,GO,28526,621
2020-07-04,MA,89057,2185
2020-07-04,MG,55958,1183
2020-07-04,MS,10089,117
2020-07-04,MT,20216,771
2020-07-04,PA,113811,5096
2020-07-04,PB,52311,1082
2020-07-04,PE,63457,5116
2020-07-04,PI,26079,784
2020-07-04,PR,30571,763
2020-07-04,RJ,120440,10624
2020-07-04,RN,34645,1213
2020-07-04,RO,22957,548
2020-07-04,RR,18922,368
2020-07-04,RS,31619,715
2020-07-04,SC,31931,383
2020-07-04,SE,29761,783
2020-07-04,SP,312530,15996
2020-07-04,TO,12476,220
2020-07-05,AC,14622,391
2020-07-05,AL,39935,1153
2020-07-05,AM,76014,2929
2020-07-05,AP,29883,442
2020-07-05,BA,87048,2107
2020-07-05,CE,121986,6441
2020-07-05,DF,57854,699
2020-07-05,ES,53393,1804
2020-07-05,GO,28526,621
2020-07-05,MA,89714,2219
2020-07-05,MG,58283,1201
2020-07-05,MS,10253,122
2020-07-05,MT,20963,807
2020-07-05,PA,114535,5105
2020-07-05,PB,52733,1099
2020-07-05,PE,65129,5143
2020-07-05,PI,26511,809
2020-07-05,PR,31460,795
2020-07-05,RJ,121292,10667
2020-07-05,RN,35056,1254
2020-07-05,RO,23479,555
2020-07-05,RR,18948,371
2020-07-05,RS,31955,727
2020-07-05,SC,32969,393
2020-07-05,SE,30217,798
2020-07-05,SP,320179,16078
2020-07-05,TO,12640,224
2020-07-06,AC,14688,394
2020-07-06,AL,40569,1172
2020-07-06,AM,76427,2938
2020-07-06,AP,30004,449
2020-07-06,BA,88279,2168
2020-07-06,CE,123394,6504
2020-07-06,DF,60383,726
2020-07-06,ES,54547,1838
2020-07-06,GO,30187,654
2020-07-06,MA,90251,2250
2020-07-06,MG,59626,1230
2020-07-06,MS,10687,128
2020-07-06,MT,21958,841
2020-07-06,PA,116152,5128
2020-07-06,PB,53151,1118
2020-07-06,PE,65642,5163
2020-07-06,PI,27514,834
2020-07-06,PR,32770,820
2020-07-06,RJ,121879,10698
2020-07-06,RN,35897,1297
2020-07-06,RO,23921,558
2020-07-06,RR,19088,376
2020-07-06,RS,32401,759
2020-07-06,SC,33822,406
2020-07-06,SE,30718,826
2020-07-06,SP,323070,16134
2020-07-06,TO,13004,228
2020-07-07,AC,14941,399
2020-07-07,AL,41524,1192
2020-07-07,AM,79167,2952
2020-07-07,AP,30294,455
2020-07-07,BA,91954,2216
2020-07-07,CE,126142,6563
2020-07-07,DF,62694,767
2020-07-07,ES,56703,1880
2020-07-07,GO,32001,726
2020-07-07,MA,92088,2286
2020-07-07,MG,60897,1282
2020-07-07,MS,11063,134
2020-07-07,MT,23383,879
2020-07-07,PA,118744,5169
2020-07-07,PB,54807,1145
2020-07-07,PE,66151,5234
2020-07-07,PI,28411,858
2020-07-07,PR,34309,851
2020-07-07,RJ,124086,10881
2020-07-07,RN,36587,1332
2020-07-07,RO,24564,577
2020-07-07,RR,19284,386
2020-07-07,RS,33800,793
2020-07-07,SC,35343,420
2020-07-07,SE,31640,851
2020-07-07,SP,332708,16475
2020-07-07,TO,13440,233
2020-07-08,AC,15167,404
2020-07-08,AL,42322,1213
2020-07-08,AM,80082,2967
2020-07-08,AP,30524,462
2020-07-08,BA,95536,2277
2020-07-08,CE,129598,6678
2020-07-08,DF,64314,801
2020-07-08,ES,58841,1912
2020-07-08,GO,33367,748
2020-07-08,MA,92939,2324
2020-07-08,MG,64035,1355
2020-07-08,MS,11671,136
2020-07-08,MT,24680,904
2020-07-08,PA,120731,5196
2020-07-08,PB,56349,1171
2020-07-08,PE,67604,5323
2020-07-08,PI,29745,884
2020-07-08,PR,35715,895
2020-07-08,RJ,126329,10970
2020-07-08,RN,37137,1351
2020-07-08,RO,25067,585
2020-07-08,RR,20154,393
2020-07-08,RS,35557,825
2020-07-08,SC,36810,432
2020-07-08,SE,32490,875
2020-07-08,SP,341365,16788
2020-07-08,TO,13845,240
2020-07-09,AC,15465,411
2020-07-09,AL,43191,1230
2020-07-09,AM,81318,2985
2020-07-09,AP,30763,467
2020-07-09,BA,98319,2328
2020-07-09,CE,131324,6774
2020-07-09,DF,65677,823
2020-07-09,ES,60009,1930
2020-07-09,GO,34627,795
2020-07-09,MA,95323,2357
2020-07-09,MG,66864,1445
2020-07-09,MS,12261,146
2020-07-09,MT,26266,944
2020-07-09,PA,122674,5224
2020-07-09,PB,57619,1196
2020-07-09,PE,68767,5409
2020-07-09,PI,31269,896
2020-07-09,PR,37424,931
2020-07-09,RJ,128324,11115
2020-07-09,RN,38342,1362
2020-07-09,RO,25402,589
2020-07-09,RR,21220,393
2020-07-09,RS,36434,870
2020-07-09,SC,38408,447
2020-07-09,SE,33416,901
2020-07-09,SP,349715,17118
2020-07-09,TO,14509,245
2020-07-10,AC,15768,417
2020-07-10,AL,43959,1246
2020-07-10,AM,82507,3008
2020-07-10,AP,31080,470
2020-07-10,BA,101186,2383
2020-07-10,CE,134610,6842
2020-07-10,DF,67297,856
2020-07-10,ES,61361,1967
2020-07-10,GO,35706,835
2020-07-10,MA,96718,2392
2020-07-10,MG,70086,1504
2020-07-10,MS,12969,153
2020-07-10,MT,27505,1010
2020-07-10,PA,124934,5274
2020-07-10,PB,59123,1229
2020-07-10,PE,70100,5482
2020-07-10,PI,32465,914
2020-07-10,PR,39512,978
2020-07-10,RJ,129443,11280
2020-07-10,RN,38704,1386
2020-07-10,RO,26000,606
2020-07-10,RR,21849,396
2020-07-10,RS,37490,919
2020-07-10,SC,40106,459
2020-07-10,SE,34713,931
2020-07-10,SP,359110,17442
2020-07-10,TO,14939,251
2020-07-11,AC,16080,419
2020-07-11,AL,44633,1264
2020-07-11,AM,83230,3023
2020-07-11,AP,31279,473
2020-07-11,BA,104188,2436
2020-07-11,CE,136001,6867
2020-07-11,DF,68406,871
2020-07-11,ES,62393,1995
2020-07-11,GO,36273,847
2020-07-11,MA,98398,2426
2020-07-11,MG,73813,1550
2020-07-11,MS,13197,161
2020-07-11,MT,28394,1030
2020-07-11,PA,125714,5289
2020-07-11,PB,60426,1250
2020-07-11,PE,71370,5556
2020-07-11,PI,32963,936
2020-07-11,PR,40797,1016
2020-07-11,RJ,129675,11406
2020-07-11,RN,39421,1394
2020-07-11,RO,26496,617
2020-07-11,RR,22225,396
2020-07-11,RS,38720,943
2020-07-11,SC,42026,485
2020-07-11,SE,36046,954
2020-07-11,SP,366890,17702
2020-07-11,TO,15132,255
2020-07-12,AC,16190,426
2020-07-12,AL,45330,1281
2020-07-12,AM,83526,3039
2020-07-12,AP,31364,474
2020-07-12,BA,105763,2483
2020-07-12,CE,136790,6869
2020-07-12,DF,70712,902
2020-07-12,ES,62873,2010
2020-07-12,GO,36556,851
2020-07-12,MA,98952,2463
2020-07-12,MG,75851,1576
2020-07-12,MS,13461,167
2020-07-12,MT,28658,1060
2020-07-12,PA,126509,5293
2020-07-12,PB,60789,1284
2020-07-12,PE,72470,5595
2020-07-12,PI,33359,960
2020-07-12,PR,42537,1045
2020-07-12,RJ,129684,11415
2020-07-12,RN,39908,1410
2020-07-12,RO,26728,628
2020-07-12,RR,22627,397
2020-07-12,RS,39240,962
2020-07-12,SC,43031,497
2020-07-12,SE,37631,984
2020-07-12,SP,371997,17848
2020-07-12,TO,15307,259
2020-07-13,AC,16260,430
2020-07-13,AL,46296,1297
2020-07-13,AM,84412,3048
2020-07-13,AP,31552,478
2020-07-13,BA,106891,2535
2020-07-13,CE,137234,6975
2020-07-13,DF,72284,930
2020-07-13,ES,63881,2040
2020-07-13,GO,37333,880
2020-07-13,MA,99830,2501
2020-07-13,MG,76822,1615
2020-07-13,MS,13934,177
2020-07-13,MT,28792,1085
2020-07-13,PA,128570,5318
2020-07-13,PB,61113,1302
2020-07-13,PE,72901,5652
2020-07-13,PI,34156,992
2020-07-13,PR,43582,1089
2020-07-13,RJ,132044,11474
2020-07-13,RN,40455,1449
2020-07-13,RO,27050,647
2020-07-13,RR,22968,398
2020-07-13,RS,39656,995
2020-07-13,SC,43815,517
2020-07-13,SE,38221,1012
2020-07-13,SP,374607,17907
2020-07-13,TO,15723,267
2020-07-14,AC,16479,436
2020-07-14,AL,47005,1314
2020-07-14,AM,85800,3064
2020-07-14,AP,31885,483
2020-07-14,BA,110029,2584
2020-07-14,CE,139437,6977
2020-07-14,DF,73654,960
2020-07-14,ES,65213,2082
2020-07-14,GO,38299,910
2020-07-14,MA,101467,2536
2020-07-14,MG,78643,1688
2020-07-14,MS,14631,183
2020-07-14,MT,29279,1144
2020-07-14,PA,130834,5337
2020-07-14,PB,62467,1342
2020-07-14,PE,73576,5715
2020-07-14,PI,35445,1019
2020-07-14,PR,45363,1146
2020-07-14,RJ,132822,11624
2020-07-14,RN,40767,1479
2020-07-14,RO,27528,663
2020-07-14,RR,23681,403
2020-07-14,RS,40993,1060
2020-07-14,SC,46050,534
2020-07-14,SE,39167,1033
2020-07-14,SP,386607,18324
2020-07-14,TO,16031,271
2020-07-15,AC,16672,446
2020-07-15,AL,47864,1331
2020-07-15,AM,86944,3080
2020-07-15,AP,32408,488
2020-07-15,BA,112993,2638
2020-07-15,CE,141832,7081
2020-07-15,DF,75379,1001
2020-07-15,ES,66352,2097
2020-07-15,GO,39474,959
2020-07-15,MA,102469,2572
2020-07-15,MG,82010,1752
2020-07-15,MS,15330,191
2020-07-15,MT,30319,1174
2020-07-15,PA,133039,5385
2020-07-15,PB,63944,1383
2020-07-15,PE,74960,5772
2020-07-15,PI,36542,1043
2020-07-15,PR,47124,1200
2020-07-15,RJ,134449,11757
2020-07-15,RN,41096,1507
2020-07-15,RO,27917,668
2020-07-15,RR,24397,415
2020-07-15,RS,42239,1101
2020-07-15,SC,47976,569
2020-07-15,SE,40139,1054
2020-07-15,SP,393176,18640
2020-07-15,TO,16672,278
2020-07-16,AC,16865,447
2020-07-16,AL,48734,1348
2020-07-16,AM,88025,3095
2020-07-16,AP,33004,493
2020-07-16,BA,116373,2693
2020-07-16,CE,144058,7139
2020-07-16,DF,77621,1037
2020-07-16,ES,68118,2136
2020-07-16,GO,40544,1018
2020-07-16,MA,104126,2608
2020-07-16,MG,84470,1834
2020-07-16,MS,15805,203
2020-07-16,MT,31655,1234
2020-07-16,PA,135164,5448
2020-07-16,PB,65428,1418
2020-07-16,PE,76091,5836
2020-07-16,PI,37057,1065
2020-07-16,PR,49405,1246
2020-07-16,RJ,134573,11849
2020-07-16,RN,41424,1532
2020-07-16,RO,28654,677
2020-07-16,RR,25007,425
2020-07-16,RS,45344,1141
2020-07-16,SC,49781,588
2020-07-16,SE,41226,1071
2020-07-16,SP,402048,19038
2020-07-16,TO,16954,283
2020-07-17,AC,16965,452
2020-07-17,AL,49253,1365
2020-07-17,AM,88822,3118
2020-07-17,AP,33436,499
2020-07-17,BA,118657,2738
2020-07-17,CE,146064,7166
2020-07-17,DF,79400,1060
2020-07-17,ES,69463,2174
2020-07-17,GO,40718,1051
2020-07-17,MA,105183,2640
2020-07-17,MG,87271,1904
2020-07-17,MS,16006,216
2020-07-17,MT,32321,1290
2020-07-17,PA,136947,5478
2020-07-17,PB,66352,1446
2020-07-17,PE,77423,5869
2020-07-17,PI,38568,1083
2020-07-17,PR,51321,1292
2020-07-17,RJ,135230,11919
2020-07-17,RN,43573,1577
2020-07-17,RO,29117,686
2020-07-17,RR,25373,429
2020-07-17,RS,46710,1174
2020-07-17,SC,51549,646
2020-07-17,SE,41888,1088
2020-07-17,SP,407415,19377
2020-07-17,TO,17209,288
2020-07-18,AC,17202,457
2020-07-18,AL,49583,1381
2020-07-18,AM,90534,3129
2020-07-18,AP,33585,505
2020-07-18,BA,120238,2793
2020-07-18,CE,146972,7178
2020-07-18,DF,81163,1075
2020-07-18,ES,70131,2202
2020-07-18,GO,40795,1086
2020-07-18,MA,106092,2676
2020-07-18,MG,90875,1964
2020-07-18,MS,16403,222
2020-07-18,MT,32707,1311
2020-07-18,PA,137484,5523
2020-07-18,PB,66976,1477
2020-07-18,PE,78509,5928
2020-07-18,PI,39296,1100
2020-07-18,PR,53553,1308
2020-07-18,RJ,135230,11919
2020-07-18,RN,43766,1577
2020-07-18,RO,29117,686
2020-07-18,RR,25467,429
2020-07-18,RS,46847,1229
2020-07-18,SC,52531,662
2020-07-18,SE,43072,1111
2020-07-18,SP,412027,19647
2020-07-18,TO,17773,294
2020-07-19,AC,17295,460
2020-07-19,AL,50079,1397
2020-07-19,AM,90913,3149
2020-07-19,AP,33705,507
2020-07-19,BA,122169,2840
2020-07-19,CE,147378,7179
2020-07-19,DF,82412,1085
2020-07-19,ES,70609,2222
2020-07-19,GO,40782,1106
2020-07-19,MA,106325,2708
2020-07-19,MG,92972,1982
2020-07-19,MS,16637,228
2020-07-19,MT,34349,1342
2020-07-19,PA,138396,5538
2020-07-19,PB,67387,1486
2020-07-19,PE,79452,5984
2020-07-19,PI,39606,1118
2020-07-19,PR,54629,1327
2020-07-19,RJ,138524,12114
2020-07-19,RN,44083,1590
2020-07-19,RO,29117,686
2020-07-19,RR,25686,431
2020-07-19,RS,47113,1252
2020-07-19,SC,53336,685
2020-07-19,SE,45243,1125
2020-07-19,SP,415049,19732
2020-07-19,TO,17898,299
2020-07-20,AC,17462,465
2020-07-20,AL,50307,1413
2020-07-20,AM,91389,3146
2020-07-20,AP,34145,515
2020-07-20,BA,123292,2891
2020-07-20,CE,147818,7256
2020-07-20,DF,84287,1112
2020-07-20,ES,71703,2256
2020-07-20,GO,41433,1145
2020-07-20,MA,106906,2740
2020-07-20,MG,94132,2004
2020-07-20,MS,17386,248
2020-07-20,MT,35673,1386
2020-07-20,PA,140393,5554
2020-07-20,PB,67685,1517
2020-07-20,PE,80115,6036
2020-07-20,PI,40276,1140
2020-07-20,PR,55909,1357
2020-07-20,RJ,141005,12161
2020-07-20,RN,44340,1628
2020-07-20,RO,29801,710
2020-07-20,RR,25985,435
2020-07-20,RS,47449,1285
2020-07-20,SC,54414,694
2020-07-20,SE,46059,1156
2020-07-20,SP,416434,19788
2020-07-20,TO,18354,308
2020-07-21,AC,17700,469
2020-07-21,AL,50951,1428
2020-07-21,AM,92164,3169
2020-07-21,AP,34405,533
2020-07-21,BA,126844,2936
2020-07-21,CE,151072,7305
2020-07-21,DF,86076,1158
2020-07-21,ES,72605,2280
2020-07-21,GO,45254,1178
2020-07-21,MA,108154,2778
2020-07-21,MG,95566,2071
2020-07-21,MS,18889,257
2020-07-21,MT,37429,1432
2020-07-21,PA,142358,5581
2020-07-21,PB,68844,1558
2020-07-21,PE,80441,6089
2020-07-21,PI,41815,1158
2020-07-21,PR,57538,1415
2020-07-21,RJ,145121,12293
2020-07-21,RN,45313,1642
2020-07-21,RO,30642,727
2020-07-21,RR,26954,451
2020-07-21,RS,49840,1349
2020-07-21,SC,56475,738
2020-07-21,SE,47110,1182
2020-07-21,SP,422669,20171
2020-07-21,TO,18850,315
2020-07-22,AC,17979,470
2020-07-22,AL,51680,1443
2020-07-22,AM,92721,3183
2020-07-22,AP,34660,544
2020-07-22,BA,133245,2988
2020-07-22,CE,154381,7329
2020-07-22,DF,87801,1176
2020-07-22,ES,73755,2308
2020-07-22,GO,48682,1237
2020-07-22,MA,109731,2810
2020-07-22,MG,98741,2166
2020-07-22,MS,19671,266
2020-07-22,MT,38931,1474
2020-07-22,PA,144467,5616
2020-07-22,PB,70972,1581
2020-07-22,PE,81382,6152
2020-07-22,PI,43179,1184
2020-07-22,PR,59927,1486
2020-07-22,RJ,148623,12443
2020-07-22,RN,46187,1656
2020-07-22,RO,32944,758
2020-07-22,RR,27932,458
2020-07-22,RS,53073,1397
2020-07-22,SC,59556,765
2020-07-22,SE,48140,1211
2020-07-22,SP,439446,20532
2020-07-22,TO,19423,326
2020-07-23,AC,18157,474
2020-07-23,AL,52529,1457
2020-07-23,AM,94219,3193
2020-07-23,AP,34838,548
2020-07-23,BA,138358,3044
2020-07-23,CE,156265,7411
2020-07-23,DF,90023,1218
2020-07-23,ES,74610,2341
2020-07-23,GO,51423,1295
2020-07-23,MA,111488,2840
2020-07-23,MG,102568,2238
2020-07-23,MS,20303,281
2020-07-23,MT,41016,1498
2020-07-23,PA,146252,5646
2020-07-23,PB,73104,1618
2020-07-23,PE,83240,6211
2020-07-23,PI,44349,1215
2020-07-23,PR,62004,1545
2020-07-23,RJ,151549,12535
2020-07-23,RN,46814,1672
2020-07-23,RO,34080,784
2020-07-23,RR,28874,465
2020-07-23,RS,54841,1456
2020-07-23,SC,62282,812
2020-07-23,SE,49397,1247
2020-07-23,SP,452007,20894
2020-07-23,TO,19965,334
2020-07-24,AC,18393,480
2020-07-24,AL,53713,1471
2020-07-24,AM,95424,3199
2020-07-24,AP,35026,552
2020-07-24,BA,142767,3096
2020-07-24,CE,159953,7456
2020-07-24,DF,92414,1244
2020-07-24,ES,75854,2373
2020-07-24,GO,54154,1353
2020-07-24,MA,112683,2871
2020-07-24,MG,106812,2315
2020-07-24,MS,21015,292
2020-07-24,MT,42433,1533
2020-07-24,PA,147923,5689
2020-07-24,PB,74550,1653
2020-07-24,PE,85042,6237
2020-07-24,PI,45389,1228
2020-07-24,PR,64259,1598
2020-07-24,RJ,154879,12654
2020-07-24,RN,47061,1678
2020-07-24,RO,34873,801
2020-07-24,RR,29394,473
2020-07-24,RS,57007,1494
2020-07-24,SC,65017,844
2020-07-24,SE,51132,1284
2020-07-24,SP,463218,21206
2020-07-24,TO,20920,340
2020-07-25,AC,18657,483
2020-07-25,AL,54730,1486
2020-07-25,AM,96094,3210
2020-07-25,AP,35162,554
2020-07-25,BA,146399,3140
2020-07-25,CE,161844,7480
2020-07-25,DF,94187,1275
2020-07-25,ES,76598,2386
2020-07-25,GO,55567,1380
2020-07-25,MA,113563,2898
2020-07-25,MG,110093,2404
2020-07-25,MS,21514,305
2020-07-25,MT,43093,1566
2020-07-25,PA,148463,5716
2020-07-25,PB,75723,1675
2020-07-25,PE,86752,6299
2020-07-25,PI,46044,1243
2020-07-25,PR,65593,1653
2020-07-25,RJ,156293,12808
2020-07-25,RN,47099,1678
2020-07-25,RO,35573,810
2020-07-25,RR,29829,473
2020-07-25,RS,59118,1554
2020-07-25,SC,67333,880
2020-07-25,SE,52264,1303
2020-07-25,SP,479481,21517
2020-07-25,TO,21767,346
2020-07-26,AC,18745,486
2020-07-26,AL,55376,1500
2020-07-26,AM,96463,3217
2020-07-26,AP,35220,554
2020-07-26,BA,148179,3182
2020-07-26,CE,162086,7494
2020-07-26,DF,96332,1308
2020-07-26,ES,77201,2411
2020-07-26,GO,56250,1395
2020-07-26,MA,113891,2923
2020-07-26,MG,112571,2429
2020-07-26,MS,21802,319
2020-07-26,MT,43474,1592
2020-07-26,PA,148823,5729
2020-07-26,PB,76153,1698
2020-07-26,PE,88466,6352
2020-07-26,PI,46584,1259
2020-07-26,PR,67220,1671
2020-07-26,RJ,156325,12835
2020-07-26,RN,47430,1703
2020-07-26,RO,35810,814
2020-07-26,RR,29902,474
2020-07-26,RS,59779,1571
2020-07-26,SC,68730,907
2020-07-26,SE,52603,1314
2020-07-26,SP,483982,21606
2020-07-26,TO,22106,350
2020-07-27,AC,18783,493
2020-07-27,AL,56204,1514
2020-07-27,AM,97079,3224
2020-07-27,AP,35364,556
2020-07-27,BA,149109,3227
2020-07-27,CE,162429,7509
2020-07-27,DF,98480,1339
2020-07-27,ES,78180,2437
2020-07-27,GO,59043,1457
2020-07-27,MA,114585,2943
2020-07-27,MG,113718,2461
2020-07-27,MS,22443,328
2020-07-27,MT,44979,1639
2020-07-27,PA,150616,5753
2020-07-27,PB,76693,1727
2020-07-27,PE,89132,6376
2020-07-27,PI,47551,1278
2020-07-27,PR,68001,1703
2020-07-27,RJ,157834,12876
